event_date_dt,total_time_s_mean,line_of_best_fit
2018-05-12,6453.0,6599.252600752399
2019-06-15,6231.0,6504.046631597537
2019-08-15,6824.0,6489.491333055064
2019-08-29,6712.0,6486.150772733841
2021-06-12,6000.0,6330.337494893928
2021-07-26,6455.0,6319.838591027226
2021-08-21,6415.0,6313.634693287811
2022-05-14,6249.0,6250.16404718457
2022-10-08,6056.0,6215.088163811726
2022-11-24,6291.0,6203.8734255904765
2023-05-13,6137.0,6163.309478832765
2023-09-22,6184.0,6131.812767232661
