event_id,event_title,event_slug,event_edit_date,event_venue,event_website,event_status,display_options,event_date,event_finish_date,event_country,event_country_isoa2,event_country_noc,event_region_id,event_country_id,event_region_name,event_logo,event_flag_circle,event_flag,event_latitude,event_longitude,event_categories,event_specifications,triathlonlive,event_listing,event_api_listing,prog_id,prog_name,prog_date,prog_time,result_id,result_country_noc,result_country_id,result_country_flag,result_country_flag_circle,position,total_time,team_order,team_id,result_listing,result_api_listing,headers,headers_count,splits,team,distance_category
188992,2025 World Triathlon Championship Finals Wollongong,2025-world-triathlon-championships-finals-wollongong,2025-09-03 09:24:47,Wollongong,https://wollongongtriathlon.com/,scheduled,"['trending', 'featured', 'live_trilive']",2025-10-15,2025-10-19,Australia,AU,AUS,14,111,Oceania,https://prod-tri-assets.imgix.net/80238e9f-8f11-4826-a3cb-6335d305cd4e.png,https://cms.triathlon.org/assets/8ffa9ee3-ea13-4c4e-ac81-11af20580c7e.svg,https://cms.triathlon.org/assets/925409a9-857d-45ea-9286-eebf554151c4.svg,-34.42483,150.89311,"[{'event_id': 188992, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}, {'event_id': 188992, 'cat_id': 624, 'cat_name': 'World Championship Finals', 'cat_parent_id': 1}, {'event_id': 188992, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 188992, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 188992, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 188992, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}, {'event_id': 188992, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championships-finals-wollongong,https://api.triathlon.org/v1/events/188992,674811,Elite Men,2025-10-19,17:00:00,1218577,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,4,01:43:41,,,https://www.triathlon.org/results/result/2025-world-triathlon-championships-finals-wollongong/674811,https://api.triathlon.org/v1/events/188992/programs/674811/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:18:21', '00:00:50', '00:54:52', '00:00:26', '00:29:14', '01:43:41']",,standard
194197,2025 World Triathlon Championship Series Karlovy Vary,2025-world-triathlon-championship-series-karlovy-vary,2025-09-09 16:43:41,Karlovy Vary,https://citytriathlon.cz/en,scheduled,"['featured', 'trending', 'live_trilive']",2025-09-14,2025-09-14,Czech Republic,CZ,CZE,10,152,Europe,https://prod-tri-assets.imgix.net/8f302d44-0091-45b2-950a-41479e2d9dcf.png,https://cms.triathlon.org/assets/e1406b34-89c0-443e-858b-adf95f2c9229.svg,https://cms.triathlon.org/assets/e4792233-8575-4657-9254-30272592bfc5.svg,50.2318521,12.8719616,"[{'event_id': 194197, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194197, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194197, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-karlovy-vary,https://api.triathlon.org/v1/events/194197,674127,Elite Men,2025-09-14,15:00:00,1211334,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,2,01:49:29,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-karlovy-vary/674127,https://api.triathlon.org/v1/events/194197/programs/674127/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:15:38', '00:00:29', '01:02:54', '00:00:23', '00:30:07', '01:49:29']",,standard
194996,2025 World Triathlon Championship Series French Riviera,2025-world-triathlon-championship-series-french-riviera,2025-08-31 00:00:00,French Riviera,,scheduled,"['trending', 'featured', 'live_trilive', 'has_timing']",2025-08-31,2025-08-31,France,FR,FRA,10,166,Europe,,https://cms.triathlon.org/assets/0730c9c1-0827-4d88-8920-f9e6e96dd43d.svg,https://cms.triathlon.org/assets/3e062fbf-4395-4774-92eb-ca731b033523.svg,43.42064954715801,6.76948668739044,"[{'event_id': 194996, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194996, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194996, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-french-riviera,https://api.triathlon.org/v1/events/194996,676011,Elite Men,2025-08-31,14:45:00,1209491,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,3,00:51:20,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-french-riviera/676011,https://api.triathlon.org/v1/events/194996/programs/676011/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:09:08', '00:01:07', '00:26:36', '00:00:27', '00:14:04', '00:51:20']",,sprint
194193,2025 World Triathlon Championship Series Hamburg,2025-world-triathlon-championship-series-hamburg,2025-07-08 14:55:51,Hamburg,,scheduled,"['featured', 'trending', 'live_trilive']",2025-07-12,2025-07-13,Germany,DE,GER,10,170,Europe,https://prod-tri-assets.imgix.net/b6976c71-fd33-4b39-99de-f525b23910b4.png,https://cms.triathlon.org/assets/b385bbd2-994b-4606-b882-7ca5656fc800.svg,https://cms.triathlon.org/assets/55d8ab45-2131-481b-a436-3e08d61b8561.svg,53.54883,9.98717,"[{'event_id': 194193, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194193, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194193, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-hamburg,https://api.triathlon.org/v1/events/194193,674119,Elite Men,2025-07-12,,1204227,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,4,00:50:37,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-hamburg/674119,https://api.triathlon.org/v1/events/194193/programs/674119/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:08:37', '00:00:34', '00:26:47', '00:00:21', '00:14:20', '00:50:37']",,sprint
194194,2025 World Triathlon Mixed Relay Championships Hamburg,2025-world-triathlon-mixed-relay-championships-hamburg,2025-07-08 14:53:07,Hamburg,,scheduled,"['featured', 'live_trilive']",2025-07-12,2025-07-13,Germany,DE,GER,10,170,Europe,,https://cms.triathlon.org/assets/b385bbd2-994b-4606-b882-7ca5656fc800.svg,https://cms.triathlon.org/assets/55d8ab45-2131-481b-a436-3e08d61b8561.svg,53.54883,9.98717,"[{'event_id': 194194, 'cat_id': 348, 'cat_name': 'World Championships', 'cat_parent_id': 1}]","[{'event_id': 194194, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194194, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-mixed-relay-championships-hamburg,https://api.triathlon.org/v1/events/194194,674215,Mixed Relay,2025-07-13,,1204574,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,13,00:18:33,2.0,126775.0,https://www.triathlon.org/results/result/2025-world-triathlon-mixed-relay-championships-hamburg/674215,https://api.triathlon.org/v1/events/194194/programs/674215/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:03:51', '00:00:29', '00:09:11', '00:00:20', '00:04:45']","{'team_id': 126775, 'team_title': 'Team I Brazil', 'team_country_id': 127, 'team_country_name': 'Brazil', 'team_noc': 'BRA', 'team_country_isoa2': 'BR', 'team_flag': 'https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde', 'team_flag_circle': 'https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451', 'profile_edit_date': '2022-03-18 11:23:09', 'team_profile_image': None, 'team_slug': 'team-i-brazil', 'team_listing': None, 'team_api_listing': 'https://api.triathlon.org/v1/athletes/126775'}",mixed relay
194951,2025 T100 Triathlon World Tour Vancouver,2025-t100-triathlon-world-tour-vancouver,2025-06-16 08:24:10,Vancouver,,scheduled,"['featured', 'live_trilive']",2025-06-14,2025-06-14,Canada,CA,CAN,11,135,Americas,,https://cms.triathlon.org/assets/9c815286-2883-4fb9-999f-4dde18b5e168.svg,https://cms.triathlon.org/assets/3a31b523-e01d-406c-9957-d3fb654bfc3a.svg,,,"[{'event_id': 194951, 'cat_id': 640, 'cat_name': 'T100 Triathlon World Tour', 'cat_parent_id': 1}]","[{'event_id': 194951, 'cat_id': 356, 'cat_name': 'Long Distance Triathlon', 'cat_parent_id': 3}]",True,https://www.triathlon.org/events/2025-t100-triathlon-world-tour-vancouver,https://api.triathlon.org/v1/events/194951,675542,Elite Men,2025-06-14,,1198424,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,DNF,DNF,,,https://www.triathlon.org/results/result/2025-t100-triathlon-world-tour-vancouver/675542,https://api.triathlon.org/v1/events/194951/programs/675542/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:24:55', '00:01:50', '02:18:01', '00:00:50', '00:00:00', 'DNF']",,middle_distance
194971,2025 World Triathlon Championship Series Alghero,2025-world-triathlon-championship-series-alghero,2025-06-25 08:47:58,Alghero,,scheduled,"['trending', 'featured', 'live_trilive', 'has_timing']",2025-05-31,2025-05-31,Italy,IT,ITA,10,190,Europe,https://prod-tri-assets.imgix.net/e708a6a6-f937-4920-add4-cdfd97269e62.svg,https://cms.triathlon.org/assets/95f6dee9-b0e4-4b2a-9d9e-a2a3cae737f0.svg,https://cms.triathlon.org/assets/9b100a17-b57e-4ce4-9ec2-2735e71f417c.svg,40.56101100080883,8.315724630631621,"[{'event_id': 194971, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194971, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194971, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-alghero,https://api.triathlon.org/v1/events/194971,675539,Elite Men,2025-05-31,,1196382,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,1,01:44:05,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-alghero/675539,https://api.triathlon.org/v1/events/194971/programs/675539/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:17:19', '00:00:50', '00:55:31', '00:00:18', '00:30:09', '01:44:05']",,standard
194192,2025 World Triathlon Championship Series Yokohama,2025-world-triathlon-championship-series-yokohama,2025-05-23 07:11:58,Yokohama,,scheduled,"['featured', 'trending', 'live_trilive']",2025-05-17,2025-05-17,Japan,JP,JPN,13,192,Asia,https://prod-tri-assets.imgix.net/434b19c1-5598-4051-925d-d937fb0e2f12.png,https://cms.triathlon.org/assets/20590379-5c55-405e-af34-98ca68e7f7f8.svg,https://cms.triathlon.org/assets/4f536358-6f57-47d1-a4a7-fbcd34d9b158.svg,35.44367,139.63796,"[{'event_id': 194192, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194192, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194192, 'cat_id': 377, 'cat_name': 'Standard', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-yokohama,https://api.triathlon.org/v1/events/194192,674074,Elite Men,2025-05-17,17:00:00,1194812,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,3,01:41:29,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-yokohama/674074,https://api.triathlon.org/v1/events/194192/programs/674074/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:18:08', '00:00:52', '00:52:06', '00:00:21', '00:30:04', '01:41:29']",,standard
194195,2025 World Triathlon Championship Series Abu Dhabi,2025-world-triathlon-championship-series-abu-dhabi,2025-04-01 07:09:25,Abu Dhabi,,scheduled,"['featured', 'live_trilive', 'trending']",2025-02-15,2025-02-16,United Arab Emirates,AE,UAE,13,291,Asia,https://prod-tri-assets.imgix.net/e25ec664-52b0-40a0-b5bf-f76f5410bddc.png,https://cms.triathlon.org/assets/b2a0ae6c-2d7b-4364-8b9e-064af1e16e83.svg,https://cms.triathlon.org/assets/a8bddc81-91a1-4879-b5fd-22c830d7456d.svg,24.45388,54.37734,"[{'event_id': 194195, 'cat_id': 351, 'cat_name': 'World Championship Series', 'cat_parent_id': 1}]","[{'event_id': 194195, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 194195, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}, {'event_id': 194195, 'cat_id': 380, 'cat_name': 'Mixed Relay', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2025-world-triathlon-championship-series-abu-dhabi,https://api.triathlon.org/v1/events/194195,671089,Elite Men,2025-02-15,16:00:00,1187869,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,10,00:49:04,,,https://www.triathlon.org/results/result/2025-world-triathlon-championship-series-abu-dhabi/671089,https://api.triathlon.org/v1/events/194195/programs/671089/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:08:03', '00:00:38', '00:25:15', '00:00:22', '00:14:49', '00:49:04']",,sprint
183776,2024 World Triathlon Cup Brasilia,2024-world-triathlon-cup-brasilia,2024-11-09 16:06:56,Brasilia,,scheduled,"['featured_homepage', 'live_trilive', 'featured', 'has_timing']",2024-11-09,2024-11-10,Brazil,BR,BRA,11,127,Americas,,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451.svg,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde.svg,-15.79752,-47.89189,"[{'event_id': 183776, 'cat_id': 349, 'cat_name': 'World Cup', 'cat_parent_id': 1}]","[{'event_id': 183776, 'cat_id': 357, 'cat_name': 'Triathlon', 'cat_parent_id': 3}, {'event_id': 183776, 'cat_id': 376, 'cat_name': 'Sprint', 'cat_parent_id': 357}]",True,https://www.triathlon.org/events/2024-world-triathlon-cup-brasilia,https://api.triathlon.org/v1/events/183776,635205,Elite Men,2024-11-09,09:00:00,1183990,BRA,127,https://cms.triathlon.org/assets/44b2233a-67d5-4d13-8a4c-c4417bf3adde,https://cms.triathlon.org/assets/f9a4314a-4606-4ef2-9b3f-1069893fe451,4,00:54:12,,,https://www.triathlon.org/results/result/2024-world-triathlon-cup-brasilia/635205,https://api.triathlon.org/v1/events/183776/programs/635205/results,"[{'segment': 'leg1', 'name': 'Swim'}, {'segment': 't1', 'name': 'T1'}, {'segment': 'leg2', 'name': 'Bike'}, {'segment': 't2', 'name': 'T2'}, {'segment': 'leg3', 'name': 'Run'}]",5,"['00:09:35', '00:00:52', '00:27:51', '00:00:17', '00:15:34', '00:54:12']",,sprint
